session_id,report_id,claim_id,citance_id,source,kept,reference_removed,complete,reference_key,ai_reference_key,reference_match,verdict,ai_verdict,verdict_match,verdict_confidence,ai_confidence,claim_type,ai_claim_type,claim_type_match,is_ambiguous,ai_is_ambiguous,is_overstatement,ai_is_overstatement,n_evidence,n_ai_evidence,evidence_recall,citance_text_similarity,citance_text,ai_citance_text,attribution_correct,ai_claim,corrected_claim,evidence_sentences,ai_evidence
05d7f82c89ad42bbb983ac36e265ad13,efd1d3ef3fbf45ff9e3a4478ed8cf5bd,ren2015faster4,c_1boxt15,ai,True,False,True,ren2015faster,ren2015faster,True,Partially Supported,Supported,False,low,0.94,other,other,True,False,False,False,False,2,4,0.0,1.0,"If the bounding box prior is not the best but does overlap a ground truth object by more than some threshold we ignore the prediction, following.","If the bounding box prior is not the best but does overlap a ground truth object by more than some threshold we ignore the prediction, following.",True,The cited work ignores a bounding-box-prior prediction when the prior is not the best prior but overlaps a ground-truth object by more than a threshold.,,"For training RPNs, we assign a binary class label (of being an object or not) to each anchor. We assign a positive label to two kinds of anchors: (i) the anchor/anchors with the highest Intersection-over-Union (IoU) overlap with a ground-truth box, or (ii) an anchor that has an IoU overlap higher than 0.7 with any ground-truth box. ||| We assign a negative label to a non-positive anchor if its IoU ratio is lower than 0.3 for all ground-truth boxes. Anchors that are neither positive nor negative do not contribute to the training objective.","This architecture is naturally im-
plemented with an n×n convolutional layer followed
by two sibling 1 × 1 convolutional layers (for reg and
cls, respectively).
3.1.1
Anchors
At each sliding-window location, we simultaneously
predict multiple region proposals, where the number
of maximum possible proposals for each location is
denoted as k. ||| So the reg layer has 4k outputs encoding
the coordinates of k boxes, and the cls layer outputs
2k scores that estimate probability of object or not
object for each proposal4. ||| An anchor is centered at the sliding window
in question, and is associated with a scale and aspect
ratio (Figure 3, left). ||| By default we use 3 scales and
3 aspect ratios, yielding k = 9 anchors at each sliding
position."
05d7f82c89ad42bbb983ac36e265ad13,efd1d3ef3fbf45ff9e3a4478ed8cf5bd,ren2015faster5,c_1e3wsu7,ai,True,False,True,ren2015faster,ren2015faster,True,Supported,Supported,True,medium,0.99,other,other,True,False,False,False,False,1,2,1.0,1.0,Unlike our system only assigns one bounding box prior for each ground truth object.,Unlike our system only assigns one bounding box prior for each ground truth object.,True,The cited system can assign multiple bounding-box priors to a ground-truth object.,,Note that a single ground-truth box may assign positive labels to multiple anchors.,"We as-
sign a positive label to two kinds of anchors: (i) the
anchor/anchors with the highest Intersection-over-
Union (IoU) overlap with a ground-truth box, or (ii) an
anchor that has an IoU overlap higher than 0.7 with any ground-truth box. ||| Note that a single ground-truth
box may assign positive labels to multiple anchors."
05d7f82c89ad42bbb983ac36e265ad13,efd1d3ef3fbf45ff9e3a4478ed8cf5bd,russakovsky2015best10,c_lo1m4p,ai,True,False,True,russakovsky2015best,russakovsky2015best,True,Supported,Supported,True,high,1,background,background,True,False,False,False,False,1,1,1.0,1.0,"``Training humans to visually inspect a bounding box with IOU of 0.3 and distinguish it from one with IOU 0.5 is surprisingly difficult.'' If humans have a hard time telling the difference, how much does it matter?","``Training humans to visually inspect a bounding box with IOU of 0.3 and distinguish it from one with IOU 0.5 is surprisingly difficult.'' If humans have a hard time telling the difference, how much does it matter?",True,Training humans to visually inspect a bounding box with an IOU of 0.3 and distinguish it from one with an IOU of 0.5 is surprisingly difficult.,,"In object detection, a bounding box is commonly considered correct if its intersection over union (IOU) with a ground truth box is greater than 0.5. [43, 16] However, training humans to visually inspect a bounding box with IOU of 0.3 and distinguish it from one with IOU 0.5 is surprisingly difficult (Figure 4).","In object detection, a bounding box is commonly
considered correct if its intersection over union (IOU) with
a ground truth box is greater than 0.5. [43, 16] However,
training humans to visually inspect a bounding box with
IOU of 0.3 and distinguish it from one with IOU 0.5 is sur-
prisingly difﬁcult (Figure 4)."
05d7f82c89ad42bbb983ac36e265ad13,efd1d3ef3fbf45ff9e3a4478ed8cf5bd,scott_201712,c_1g0iy59,ai,True,False,True,scott_2017,scott_2017,True,Supported,NEI,False,medium,0,background,background,True,False,False,False,False,0,0,,1.0,"I have a lot of hope that most of the people using computer vision are just doing happy, good stuff with it, like counting the number of zebras in a national park, or tracking their cat as it wanders around their house.","I have a lot of hope that most of the people using computer vision are just doing happy, good stuff with it, like counting the number of zebras in a national park, or tracking their cat as it wanders around their house.",True,The cited work uses computer vision to track a cat as it wanders around a house.,,,
4a609692681946af9e14fba66b911683,a3e0239a18b34eef81caf6c53df50529,Caruana1,c_1axyo1v,ai,True,False,True,Caruana,Caruana,True,Supported,Supported,True,high,0.98,background,background,True,False,False,False,False,3,5,1.0,1.0,Caruana and his collaborators have shown that it is possible to compress the knowledge in an ensemble into a single model which is much easier to deploy and we develop this approach further using a different compression technique.,Caruana and his collaborators have shown that it is possible to compress the knowledge in an ensemble into a single model which is much easier to deploy and we develop this approach further using a different compression technique.,True,Knowledge in an ensemble can be compressed into a single model that is much easier to deploy.,,"In this paper we show how to compress the function that is learned by a complex model into a much smaller, faster model that has comparable performance. ||| We present a method for model compression that is able to train fast, compact models to mimic better performing, but slow and complex models with little loss in performance. ||| Results on eight test problems show that, on average, the loss in performance due to compression is usually negligible, yet the mimic neural nets are 1000 times smaller and 1000 times faster.","In this paper we show how to compress the function that
is learned by a complex model into a much smaller, faster
model that has comparable performance. ||| Speciﬁcally, we
show how to train compact artiﬁcial neural nets to mimic the
function learned by ensemble selection, an ensemble learning
method introduced by Caruana et al. [5]. ||| Using MUNGE, we are able to train neural nets that are a
thousand times smaller and faster than ensemble selection
ensembles, but which have nearly the same performance as
the far more complex ensembles.
2. ||| We present a method for model compression that is able to
train fast, compact models to mimic better performing, but
slow and complex models with little loss in performance. ||| Results on eight test
problems show that, on average, the loss in performance due
to compression is usually negligible, yet the mimic neural
nets are 1000 times smaller and 1000 times faster."
4a609692681946af9e14fba66b911683,a3e0239a18b34eef81caf6c53df50529,Caruana3,c_zutn7g,ai,True,False,True,Caruana,Caruana,True,Supported,Partially Supported,False,medium,0.9,background,background,True,False,False,False,False,3,7,1.0,1.0,A version of this strategy has already been pioneered by Rich Caruana and his collaborators.,A version of this strategy has already been pioneered by Rich Caruana and his collaborators.,False,Rich Caruana and his collaborators pioneered transferring knowledge from a cumbersome model to a smaller model through distillation.,This referenced paper is probably the previous pioneering work that pioneered transferring knowledge from a cumbersome model to a smaller model through distillation.,"The main idea behind model compression is to use a fast and compact model to approximate the function learned by a slower, larger, but better performing model. ||| In this paper we show how to compress the function that is learned by a complex model into a much smaller, faster model that has comparable performance. ||| Compression works by labeling a large unlabeled data set with the target model, and then training a neural net using the newly labeled data.","In this paper we show how to compress the function that
is learned by a complex model into a much smaller, faster
model that has comparable performance. ||| Speciﬁcally, we
show how to train compact artiﬁcial neural nets to mimic the
function learned by ensemble selection, an ensemble learning
method introduced by Caruana et al. [5]. ||| Instead of training the neural net on the original
(often small) training set used to train the ensemble, we use
the ensemble to label a large unlabeled data set and then
train the neural net on this much larger, ensemble labeled,
data set. ||| The main idea behind model compression is to use a fast
and compact model to approximate the function learned by
a slower, larger, but better performing model. ||| This allows a slow, complex model such
as a massive ensemble to be compressed into a fast, compact
model such as a neural net with little loss in performance. ||| The performance of the mimic
neural nets is as good as or better than the performance of
the ensemble models they are trained to mimic on six of the
3On HS, LETTER.p1 and MEDIS problems the best single
model from the ensemble library is actually a neural net so
the lines for best neural net and best single model overlap.
eight problems, and always better than the performance of
neural nets trained on the original 4k data. ||| Compression works by labeling a large unlabeled data set
with the target model, and then training a neural net us-
ing the newly labeled data."
4a609692681946af9e14fba66b911683,a3e0239a18b34eef81caf6c53df50529,Caruana4,c_c69miw,ai,True,False,True,Caruana,Caruana,True,Supported,Supported,True,medium,0.96,background,background,True,False,False,False,False,3,3,1.0,1.0,The transfer set that is used to train the small model could consist entirely of unlabeled data or we could use the original training set.,The transfer set that is used to train the small model could consist entirely of unlabeled data or we could use the original training set.,True,The transfer set used to train a small model can consist entirely of unlabeled data.,,"Instead of training the neural net on the original (often small) training set used to train the ensemble, we use the ensemble to label a large unlabeled data set and then train the neural net on this much larger, ensemble labeled, data set. ||| In some domains large amounts of unlabeled data is easy to collect (e.g. in text, web and image domains) and can be used as pseudo data. ||| Compression works by labeling a large unlabeled data set with the target model, and then training a neural net using the newly labeled data.","Instead of training the neural net on the original
(often small) training set used to train the ensemble, we use
the ensemble to label a large unlabeled data set and then
train the neural net on this much larger, ensemble labeled,
data set. ||| In some domains large amounts of unlabeled data is easy
to collect (e.g. in text, web and image domains) and can
be used as pseudo data. ||| Compression works by labeling a large unlabeled data set
with the target model, and then training a neural net us-
ing the newly labeled data."
4a609692681946af9e14fba66b911683,a3e0239a18b34eef81caf6c53df50529,Dietterich20000,c_14xcvf0,ai,True,False,True,Dietterich2000,Dietterich2000,True,Partially Supported,Partially Supported,True,low,0.96,causal,causal,True,False,False,True,True,2,7,0.0,1.0,A very simple way to improve the performance of almost any machine learning algorithm is to train many different models on the same data and then to average their predictions.,A very simple way to improve the performance of almost any machine learning algorithm is to train many different models on the same data and then to average their predictions.,True,Training many different models on the same data and averaging their predictions improves the performance of almost any machine-learning algorithm.,,This paper has provided a brief survey of methods for constructing ensembles and reviewed the three fundamental reasons why ensemble methods are able to outperform any single classifier within the ensemble. ||| Figure 5 shows the results when training on a training set of size 20. The plot confirms our explanation. The Aggressive AdaBoost initially has much higher error rates on the test set than Standard AdaBoost. It then gradually improves.,"disco
v
ery
is
that
ensem
bles
are
often
m
uc
h
more
accurate
than
the
individual ||| A
necessary
and
su
cien
t
condition
for
an
ensem
ble
of
classi	ers
to
b
e
more ||| accurate
than
an
y
of
its
individual
mem
b
ers
is
if
the
classi	ers
are
accurate
and ||| 
Manipulating
the
T
raining
Examples ||| ples
to
generate
m
ultiple
h
yp
otheses
The
learning
algorithm
is
run
sev
eral
times ||| esp
ecially
w
ell
for
unstable
learning
algorithmsalgorithms
whose
output
clas ||| If
the
algorithm
is
applied
to
the
same
training
examples
but
with
dieren
t"
4a609692681946af9e14fba66b911683,a3e0239a18b34eef81caf6c53df50529,Jacobs10,c_rac3uo,ai,True,False,True,Jacobs,Jacobs,True,NEI,NEI,True,low,0.99,background,background,True,False,False,,False,3,0,,1.0,The use of specialists that are trained on subsets of the data has some resemblance to mixtures of experts which use a gating network to compute the probability of assigning each example to each expert.,The use of specialists that are trained on subsets of the data has some resemblance to mixtures of experts which use a gating network to compute the probability of assigning each example to each expert.,False,Mixtures of experts use a gating network to compute the probability of assigning each example to each expert.,The use of specialist AI trained on only partial of the data has similarity to the mixtures of experts architecture which use a gating network to compute the probability of assigning each example to each expert.,"We present a new supervised learning procedure for systems composed of many separate networks, each of which learns to handle a subset of the complete set of training cases. ||| If we know in advance that a set of training cases may be naturally divided into subsets that correspond to distinct subtasks, interference can be reduced by using a system composed of several different 'expert' networks plus a gating network that decides which of the experts should be used for each training case. ||| the gating network to alter the responsibilities that get assigned to the experts",
4a609692681946af9e14fba66b911683,a3e0239a18b34eef81caf6c53df50529,Kriz8,c_1awpor8,ai,True,False,True,Kriz,Kriz,True,NEI,NEI,True,low,0.99,background,background,True,False,False,,False,0,3,,1.0,"When we did this work, Google's baseline model for JFT was a deep convolutional neural network that had been trained for about six months using asynchronous stochastic gradient descent on a large number of cores.","When we did this work, Google's baseline model for JFT was a deep convolutional neural network that had been trained for about six months using asynchronous stochastic gradient descent on a large number of cores.",True,"When this work was conducted, Google's baseline model for JFT was a deep convolutional neural network trained for about six months using asynchronous stochastic gradient descent on a large number of cores.",,,"Our network takes between ﬁve
and six days to train on two GTX 580 3GB GPUs. ||| All of our experiments suggest that our results
can be improved simply by waiting for faster GPUs and bigger datasets to become available.
2
The Dataset
ImageNet is a dataset of over 15 million labeled high-resolution images belonging to roughly 22,000
categories. ||| Dropout roughly doubles the number of iterations required to converge.
5
Details of learning
We trained our models using stochastic gradient descent
with a batch size of 128 examples, momentum of 0.9, and
weight decay of 0.0005."
4a609692681946af9e14fba66b911683,a3e0239a18b34eef81caf6c53df50529,LiZhaoHuangGong7,c_16ie4l4,ai,True,False,True,LiZhaoHuangGong,LiZhaoHuangGong,True,Supported,Partially Supported,False,low,0.94,background,background,True,False,False,False,False,3,7,1.0,1.0,We have recently become aware of related work on learning a small acoustic model by matching the class probabilities of an already trained larger model.,We have recently become aware of related work on learning a small acoustic model by matching the class probabilities of an already trained larger model.,True,The cited work learns a small acoustic model by matching the class probabilities of an already trained larger model.,,"In this paper, we propose to directly minimize the KL divergence between the output distribution of the small-size DNN and the large-size DNN by leveraging large amounts of un-transcribed data to get a better small-size DNN than using the standard training method with only transcribed data. ||| Then, we use the steps described in Section 3.1 to learn small-size DNNs with 375 hours (hr), 750 hours, and 1500 hours of un-transcribed data from the same Windows Phone short message dictation task. ||| Currently, with 1500 hours of untranscribed data, the small-size DNN learned with our proposed method can get relative 5.08% WER reduction from its counterpart trained with the standard process in Section 2.","In this paper, we propose to directly minimize the KL 
divergence between the output distribution of the small-size 
DNN and the large-size DNN by leveraging large amounts of 
un-transcribed data to get a better small-size DNN than using 
the standard training method with only transcribed data. ||| Using 375 hours of transcribed US-English audio data, we 
first train 5-layer DNNs with 2048 nodes and 512 nodes in 
each hidden layer, respectively, with the standard cross-
entropy criterion in Eq. (4). ||| These two DNNs are model A and B in Table 1, 
with 16.32% and 19.90% WER, respectively. ||| Then, we use the steps described in Section 3.1 to learn 
small-size DNNs with 375 hours (hr), 750 hours, and 1500 
hours of un-transcribed data from the same Windows Phone 
short message dictation task. ||| It is interesting to see that model C trained with only un-
transcribed data gets slightly better WER than model B trained 
with the same data with transcription. ||| We also observe 
that by adding 375, 750, and 1500 hours of un-transcribed 
data, the WERs of the small-size DNN keep dropping linearly. ||| Currently, with 1500 hours of un-
transcribed data, the small-size DNN learned with our 
proposed method can get relative 5.08% WER reduction from 
its counterpart trained with the standard process in Section 2."
4a609692681946af9e14fba66b911683,a3e0239a18b34eef81caf6c53df50529,SPM6,c_19g068x,ai,True,False,True,SPM,SPM,True,Supported,Supported,True,low,0.93,background,background,True,False,False,False,False,4,4,0.75,1.0,State-of-the-art ASR systems currently use DNNs to map a (short) temporal context of features derived from the waveform to a probability distribution over the discrete states of a Hidden Markov Model (HMM).,State-of-the-art ASR systems currently use DNNs to map a (short) temporal context of features derived from the waveform to a probability distribution over the discrete states of a Hidden Markov Model (HMM).,True,State-of-the-art automatic speech recognition systems use deep neural networks to map a short temporal context of waveform-derived features to a probability distribution over the discrete states of a Hidden Markov Model.,,"An alternative way to evaluate the fit is to use a feedforward neural network that takes several frames of coefficients as input and produces posterior probabilities over HMM states as output. ||| We have described how three major speech research groups achieved significant improvements in a variety of state-of-the-art ASR systems by replacing GMMs with DNNs, and we believe that there is the potential for considerable further improvement. ||| Finally, a pre-trained DBN-DNN is created by adding a “softmax” output layer that contains one unit for each possible state of each HMM. ||| DBN-DNNs achieved less than half the error rate of shallow neural nets with a single hidden layer. DNN architectures with 5 to 7 hidden layers and up to 2048 hidden units per layer were explored, producing greater than 90% frame-level accuracy for all 21 attributes tested in the full DNN system. On the same data, DBN-DNNs also achieved a very high per frame phone classification accuracy of 86.6%.","An alternative way to evaluate the ﬁt is to use a feed-
forward neural network that takes several frames of coefﬁcients as input and produces posterior probabilities over
HMM states as output. ||| In these systems the acoustic input is typically represented by concatenating
Mel Frequency Cepstral Coefﬁcients (MFCCs) or Perceptual Linear Predictive coefﬁcients (PLPs) [4] computed
from the raw waveform, and their ﬁrst- and second-order temporal differences [5]. ||| Finally, a pre-trained DBN-DNN is created by adding a “softmax” output layer that contains one unit for each possible state of each HMM. ||| We have described how three major speech research groups achieved signiﬁcant improvements in a variety
of state-of-the-art ASR systems by replacing GMMs with DNNs, and we believe that there is the potential for
considerable further improvement."
4a609692681946af9e14fba66b911683,a3e0239a18b34eef81caf6c53df50529,brain-stuff9,c_84viez,ai,True,False,True,brain-stuff,brain-stuff,True,Partially Supported,Partially Supported,True,low,0.96,background,background,True,False,False,False,False,2,5,1.0,1.0,This training used two types of parallelism.,This training used two types of parallelism.,True,Training Google's baseline JFT model used two types of parallelism.,,"In this section we describe this second level of parallelism, where we employ a set of DistBelief model instances, or replicas, to simultaneously solve a single optimization problem. ||| We have developed a software framework called DistBelief that enables model parallelism within a machine (via multithreading) and across machines (via message passing), with the details of parallelism, synchronization and communication managed by the framework.","The models communicate updates through a centralized parameter server,
which keeps the current state of all parameters for the model, sharded across many machines (e.g.,
if we have 10 parameter server shards, each shard is responsible for storing and applying updates
to 1/10th of the model parameters) (Figure 2). ||| After
receiving an updated copy of its parameters, the DistBelief model replica processes a mini-batch of
data to compute a parameter gradient, and sends the gradient to the parameter server, which then
applies the gradient to the current value of the model parameters. ||| The basic approach is
as follows: We divide the training data into a number of subsets and run a copy of the model on
each of these subsets. ||| We have developed a software framework called DistBe-
lief that enables model parallelism within a machine (via multithreading) and across machines (via message passing), with the details of parallelism, synchronization and communication managed by
the framework. ||| In this section we
describe this second level of parallelism, where we employ a set of DistBelief model instances, or
replicas, to simultaneously solve a single optimization problem."
4a609692681946af9e14fba66b911683,a3e0239a18b34eef81caf6c53df50529,dropout5,c_ol9y0m,ai,True,False,True,dropout,dropout,True,Supported,Supported,True,medium,0.99,other,other,True,False,False,False,False,3,3,1.0,1.0,The net was strongly regularized using dropout and weight-constraints as described in.,The net was strongly regularized using dropout and weight-constraints as described in.,True,The cited work describes dropout and weight constraints as regularization methods.,,"Overfitting can be reduced by using “dropout” to prevent complex co-adaptations on the training data. ||| Instead of penalizing the squared length (L2 norm) of the whole weight vector, we set an upper bound on the L2 norm of the incoming weight vector for each individual hidden unit. ||| On each presentation of each training case, each hidden unit is randomly omitted from the network with a probability of 0.5, so a hidden unit cannot rely on other hidden units being present.","Overﬁtting can be reduced by using “dropout” to prevent complex co-adaptations on the
training data. ||| On each presentation of each training case, each hidden unit is randomly omitted
from the network with a probability of 0.5, so a hidden unit cannot rely on other hidden units
being present. ||| Instead of penalizing the squared length
(L2 norm) of the whole weight vector, we set an upper bound on the L2 norm of the incoming
weight vector for each individual hidden unit."
