example_id,dataset,claim_type,gold_label,localization,rank_first_correct,recall_at_k,verdict_gold,verdict_located,verdict_located_neighbours,verdict_full
scitance-1044-16256507,scitance,other,Refuted,hit,1,0.7,Not Supported,Not Supported,Not Supported,
scitance-1165-17844478,scitance,other,NEI,n/a,,0.0,NEI,Partially Supported,Partially Supported,
scitance-415-12685434,scitance,other,Refuted,hit,1,0.5,Not Supported,Not Supported,Not Supported,
scitance-699-1469751,scitance,other,Refuted,hit,1,0.75,Not Supported,Not Supported,Not Supported,
scitance-1061-2890952,scitance,other,Supported,hit,1,0.778,Supported,Supported,Supported,
scitance-679-13513790,scitance,other,Refuted,hit,1,0.625,Not Supported,Not Supported,Not Supported,
scitance-784-13910150,scitance,other,Refuted,hit,1,0.857,Not Supported,Not Supported,Not Supported,
scitance-687-8148304,scitance,other,Refuted,hit,1,0.643,Not Supported,Not Supported,Not Supported,
scitance-132-9669099,scitance,other,Refuted,hit,1,0.857,Not Supported,Not Supported,Not Supported,
scitance-751-12258338,scitance,other,Supported,hit,1,0.5,Partially Supported,Partially Supported,Partially Supported,
scitance-7-13734012,scitance,other,Refuted,hit,1,0.667,Partially Supported,Partially Supported,Partially Supported,
scitance-674-15984735,scitance,other,Supported,hit,1,0.45,Supported,Supported,Partially Supported,
scitance-730-20231138,scitance,other,Refuted,hit,1,0.625,Not Supported,Not Supported,Not Supported,
scitance-131-9669099,scitance,other,Supported,hit,1,0.857,Partially Supported,Partially Supported,Partially Supported,
scitance-588-24088502,scitance,other,Supported,hit,1,0.636,Not Supported,Not Supported,Not Supported,
scitance-305-6826100,scitance,other,Refuted,hit,1,0.833,Not Supported,Not Supported,Not Supported,
scitance-1191-18816720,scitance,other,NEI,n/a,,0.0,NEI,NEI,NEI,
scitance-939-24142891,scitance,other,Supported,hit,1,0.625,Partially Supported,Partially Supported,Partially Supported,
scitance-798-4899981,scitance,other,Refuted,hit,1,0.833,Not Supported,Not Supported,Not Supported,
scitance-41-45638119,scitance,other,Supported,hit,1,0.833,Supported,Supported,Supported,
scitance-667-4740447,scitance,other,Refuted,hit,1,0.875,Not Supported,Not Supported,Not Supported,
scitance-869-17671145,scitance,other,Supported,hit,1,0.625,Partially Supported,Not Supported,Partially Supported,
scitance-435-34873974,scitance,other,Refuted,hit,1,0.529,Not Supported,Not Supported,Not Supported,
scitance-1203-30655442,scitance,other,NEI,n/a,,0.0,NEI,Not Supported,Not Supported,
scitance-451-29564505,scitance,other,Refuted,hit,1,0.533,Not Supported,Not Supported,Not Supported,
scitance-1129-1921218,scitance,other,NEI,n/a,,0.0,NEI,Not Supported,Not Supported,
scitance-437-17930286,scitance,other,Refuted,hit,1,0.562,Not Supported,Supported,NEI,
scitance-695-5483793,scitance,other,Refuted,hit,1,0.5,Not Supported,Not Supported,Not Supported,
scitance-644-15476777,scitance,other,Supported,hit,1,0.5,Not Supported,Not Supported,Not Supported,
scitance-380-28937856,scitance,other,Supported,hit,1,0.5,Not Supported,Not Supported,Not Supported,
scitance-379-6796297,scitance,other,Refuted,hit,1,0.571,Not Supported,Not Supported,Not Supported,
scitance-488-12991445,scitance,other,Supported,hit,1,0.692,Partially Supported,Partially Supported,Partially Supported,
scitance-464-13639330,scitance,other,Supported,hit,1,0.5,Not Supported,Not Supported,Not Supported,
scitance-11-14717500,scitance,other,Refuted,hit,1,0.625,Not Supported,Not Supported,Not Supported,
scitance-5-5099266,scitance,other,Refuted,hit,1,0.625,Not Supported,Not Supported,Not Supported,
scitance-283-7098463,scitance,other,Refuted,hit,1,0.529,Not Supported,Not Supported,Not Supported,
scitance-269-29023309,scitance,other,Refuted,hit,1,0.833,Partially Supported,Partially Supported,Partially Supported,
scitance-982-13768432,scitance,other,Refuted,hit,1,0.692,Partially Supported,Partially Supported,Not Supported,
scitance-296-6144337,scitance,other,Supported,hit,1,0.857,Not Supported,Not Supported,Not Supported,
scitance-164-12827098,scitance,other,Refuted,hit,1,0.833,Not Supported,Not Supported,Not Supported,
scitance-367-11360768,scitance,other,Refuted,hit,1,0.692,Partially Supported,Partially Supported,Partially Supported,
scitance-883-10072941,scitance,other,Supported,hit,1,0.727,Not Supported,Not Supported,Not Supported,
scitance-412-19736671,scitance,other,Supported,hit,1,0.833,Partially Supported,Partially Supported,Partially Supported,
scitance-630-13868795,scitance,other,Supported,hit,1,0.8,Not Supported,Not Supported,Not Supported,
scitance-930-15305881,scitance,other,Refuted,hit,1,0.625,Not Supported,Not Supported,Not Supported,
scitance-489-12991445,scitance,other,Refuted,hit,1,0.692,Not Supported,Not Supported,Not Supported,
scitance-25-380526,scitance,other,Refuted,hit,1,0.6,Not Supported,Not Supported,Not Supported,
scitance-1219-13072112,scitance,other,NEI,n/a,,0.0,NEI,Not Supported,NEI,
scitance-1219-16237005,scitance,other,NEI,n/a,,0.0,NEI,Not Supported,Not Supported,
scitance-1164-4446814,scitance,other,NEI,n/a,,0.0,NEI,Partially Supported,Partially Supported,
scitance-226-22080671,scitance,other,Supported,hit,1,0.833,Not Supported,Not Supported,Not Supported,
scitance-1133-11172205,scitance,other,NEI,n/a,,0.0,NEI,Not Supported,Not Supported,
scitance-862-25254425,scitance,other,Refuted,hit,1,0.75,Not Supported,Not Supported,Not Supported,
scitance-538-12810152,scitance,other,Supported,hit,1,0.667,Partially Supported,Partially Supported,Partially Supported,
scitance-1039-4406819,scitance,other,Supported,hit,1,0.75,Partially Supported,Partially Supported,Partially Supported,
scitance-845-5373138,scitance,other,Supported,hit,1,0.833,Partially Supported,Partially Supported,Partially Supported,
scitance-249-25001628,scitance,other,Refuted,hit,1,0.75,Not Supported,Not Supported,Not Supported,
scitance-360-16495649,scitance,other,Supported,hit,1,0.667,Not Supported,Not Supported,Not Supported,
scitance-100-4883040,scitance,other,Refuted,hit,1,0.615,Not Supported,Not Supported,Not Supported,
scitance-545-15041758,scitance,other,Refuted,hit,1,0.8,Not Supported,Not Supported,Not Supported,
scitance-1033-9505402,scitance,other,Supported,hit,1,1.0,Partially Supported,Partially Supported,Partially Supported,
scitance-56-1410197,scitance,other,Refuted,hit,1,0.667,Not Supported,Not Supported,Not Supported,
scitance-1119-10874408,scitance,other,NEI,n/a,,0.0,NEI,Not Supported,Not Supported,
scitance-790-6828370,scitance,other,Refuted,hit,1,0.75,Not Supported,Not Supported,Not Supported,
scitance-557-12580014,scitance,other,Refuted,hit,1,1.0,Not Supported,Not Supported,Not Supported,
scitance-1214-4387784,scitance,other,NEI,n/a,,0.0,NEI,Partially Supported,Partially Supported,
